Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
6/13/2017 1:00,1.384,2.44,6.17,7.85,102,21.9
6/13/2017 1:30,1.351,2.21,5.938,8.521,88,21.95
6/13/2017 2:00,1.256,2.11,5.413,10.711,92,21.95
6/13/2017 2:30,1.261,2.11,5.561,8.179,84,21.95
6/13/2017 3:00,1.222,2.23,5.167,8.316,87,21.9
6/13/2017 3:30,1.278,2.02,5.245,10.551,95,21.9
6/13/2017 4:00,1.296,2.08,5.52,7.802,94,21.9
6/13/2017 4:30,1.451,2.49,5.914,10.269,99,21.85
6/13/2017 5:00,1.474,2.63,5.608,8.586,94,21.75
6/13/2017 5:30,1.723,2.86,5.826,9.172,99,21.6
6/13/2017 6:00,1.616,2.48,5.677,9.537,111,21.45
6/13/2017 6:30,1.73,2.84,5.477,8.931,97,21
6/13/2017 7:00,1.631,2.72,5.524,7.27,113,21.05
6/13/2017 7:30,1.663,3,5.387,8.135,109,21.1
6/13/2017 8:00,1.75,2.8,5.513,8.518,116,21.1
6/13/2017 8:30,1.902,3.17,5.825,8.595,111,21.1
6/13/2017 9:00,1.845,3.955,5.744,8.096,118,21.1
6/13/2017 9:30,1.939,2.99,6.07,8.465,111,21.05
6/13/2017 10:00,1.736,3.13,5.63,8.231,105,21
6/13/2017 10:30,1.813,2.723,5.771,8.773,108,20.95
6/13/2017 11:00,1.824,2.782,5.242,8.941,115,20.95
6/13/2017 11:30,1.883,3.789,5.431,8.634,115,20.95
6/13/2017 12:00,1.858,3.26,5.441,8.521,111,20.9
6/13/2017 12:30,2.002,3.355,5.357,8.588,112,20.9
6/13/2017 13:00,1.926,3.281,5.416,8.881,120,20.9
6/13/2017 13:30,1.857,3.168,5.465,8.545,106,20.9
6/13/2017 14:00,2.244,3.43,6.06,9.297,118,20.9
6/13/2017 14:30,2.113,3.522,5.834,9.611,116,20.9
6/13/2017 15:00,2.086,3.454,5.471,10.087,120,20.9
6/13/2017 15:30,1.975,3.36,5.261,8.933,113,20.9
6/13/2017 16:00,2.038,3.28,5.313,8.855,112,20.9
6/13/2017 16:30,2.247,3.576,5.665,8.607,106,20.9
6/13/2017 17:00,2.151,3.625,5.31,8.16,104,20.9
6/13/2017 17:30,2.243,3.851,5.506,5.736,146,20.9
6/13/2017 18:00,2.238,3.429,5.312,5.663,153,20.9
6/13/2017 18:30,2.128,3.53,5.41,5.474,154,20.9
6/13/2017 19:00,1.908,3.503,5.392,5.327,111,20.9
6/13/2017 19:30,1.973,3.019,5.51,9.581,109,20.9
6/13/2017 20:00,1.897,2.74,5.471,8.953,112,20.9
6/13/2017 20:30,1.897,3.346,5.559,9.287,111,20.9
6/13/2017 21:00,1.842,2.84,5.329,9.638,106,20.9
6/13/2017 21:30,1.908,3.567,5.112,9.748,106,20.95
6/13/2017 22:00,2.162,3.5,5.632,9.567,112,21.05
6/13/2017 22:30,2.259,4.029,5.49,9.668,109,21.05
6/13/2017 23:00,2.255,4.493,5.76,6.369,108,21.05
6/13/2017 23:30,2.358,3.901,5.776,7.284,109,21.05
6/14/2017 0:00,2.058,3.267,5.612,10.155,106,21.05
6/14/2017 0:30,1.995,3,5.684,10.254,101,21.15
6/14/2017 1:00,1.947,2.749,5.67,9.247,106,21.2
6/14/2017 1:30,2.15,3.49,5.88,9.777,115,21.2
6/14/2017 2:00,2.034,3.219,5.633,9.862,98,21.2
6/14/2017 2:30,2.058,4.41,5.671,9.163,104,21.15
6/14/2017 3:00,2.015,3.432,5.369,8.896,106,21.15
6/14/2017 3:30,2.018,2.892,5.644,9.254,106,21.15
6/14/2017 4:00,2.118,3.551,5.711,9.319,108,21.2
6/14/2017 4:30,1.902,3.31,5.508,9.821,108,21.2
6/14/2017 5:00,1.791,3.152,5.33,9.865,109,21.25
6/14/2017 5:30,1.786,3.022,5.799,9.729,112,21.3
6/14/2017 6:00,2.078,3.73,5.872,9.054,104,21.35
6/14/2017 6:30,1.995,3.32,5.518,9.31,109,21.4
6/14/2017 7:00,1.863,3.25,5.472,9.443,111,21.4
6/14/2017 7:30,1.888,3.07,5.447,9.711,109,21.4
6/14/2017 8:00,1.849,2.771,5.47,9.028,113,21.45
6/14/2017 8:30,2.189,3.682,5.347,10.111,109,21.5
6/14/2017 9:00,2.266,4.05,5.663,9.886,112,21.55
6/14/2017 9:30,2.111,3.528,5.541,9.486,115,21.6
6/14/2017 10:00,2.246,3.769,5.998,10.168,113,21.6
6/14/2017 10:30,2.168,3.06,5.839,9.794,119,21.6
6/14/2017 11:00,1.978,2.959,5.721,9.789,112,21.6
6/14/2017 11:30,2.051,3.13,5.879,9.745,116,21.65
6/14/2017 12:00,1.995,3.38,5.976,8.898,119,21.65
6/14/2017 12:30,2.035,3.52,5.912,9.424,105,21.65
6/14/2017 13:00,1.962,2.89,5.834,9.939,112,21.65
6/14/2017 13:30,1.863,3.459,5.736,9.828,109,21.7
6/14/2017 14:00,1.831,3.36,5.927,9.315,122,21.7
6/14/2017 14:30,1.678,3.16,5.996,9.516,111,21.7
6/14/2017 15:00,1.885,3.29,6.225,8.968,99,22.5
6/14/2017 15:30,1.595,3.03,5.836,9.438,104,22.45
6/14/2017 16:00,1.446,2.6,5.876,9.707,106,21.95
6/14/2017 16:30,1.664,2.82,6.228,9.151,115,22.4
6/14/2017 17:00,1.525,2.36,6.039,9.741,112,22.45
6/14/2017 17:30,1.57,2.42,5.773,9.278,106,22.4
6/14/2017 18:00,1.433,2.883,5.794,9.305,106,22.45
6/14/2017 18:30,1.445,2.19,6.173,9.567,106,22.45
6/14/2017 19:00,1.452,2.99,6.106,8.959,111,22.45
6/14/2017 19:30,1.488,2.2,6.292,9.323,109,22.4
6/14/2017 20:00,1.385,2.23,6.172,9.222,118,22.45
6/14/2017 20:30,1.299,2.62,5.73,9.347,113,22.5
6/14/2017 21:00,1.455,2.45,6.113,9.077,113,22.55
6/14/2017 21:30,1.442,2.53,6.156,8.964,106,22.5
6/14/2017 22:00,1.413,2.43,5.994,9.329,101,22.5
6/14/2017 22:30,1.52,2.67,5.897,9.719,104,22.5
6/14/2017 23:00,1.524,2.72,5.675,10.235,113,22.45
6/14/2017 23:30,1.473,2.46,5.665,9.245,123,22.55
6/15/2017 0:00,1.722,2.68,5.804,8.77,122,22.55
6/15/2017 0:30,1.62,2.42,5.469,9.697,105,22.5
6/15/2017 1:00,1.866,2.89,6.107,9.2,113,22.5
6/15/2017 1:30,1.915,3.2,5.814,9.712,112,22.5
6/15/2017 2:00,1.953,3.537,5.598,9.766,112,22.5
6/15/2017 2:30,1.878,3.54,5.571,9.61,112,22.45
6/15/2017 3:00,2.059,3.25,5.825,9.189,102,22.45
6/15/2017 3:30,2.048,3.184,5.506,9.624,102,22.4
6/15/2017 4:00,2.035,3.55,5.443,8.899,97,22.35
6/15/2017 4:30,2.018,3.65,5.813,9.305,102,22.35
6/15/2017 5:00,1.952,3.16,5.571,8.89,97,22.3
6/15/2017 5:30,1.985,3.16,5.747,8.966,109,22.25
6/15/2017 6:00,2.046,3.488,5.737,9.277,101,22.25
6/15/2017 6:30,2.03,3.18,5.485,8.511,102,22.2
6/15/2017 7:00,1.824,2.712,5.507,8.545,105,22.15
6/15/2017 7:30,1.8,3.059,5.535,9.004,106,22.15
6/15/2017 8:00,1.79,3.138,5.52,8.676,113,22.15
6/15/2017 8:30,1.976,2.976,5.649,8.89,104,22.15
6/15/2017 9:00,1.83,3.1,5.42,8.965,104,22.15
6/15/2017 9:30,1.832,2.68,5.378,8.937,108,22.15
6/15/2017 10:00,1.924,3.19,5.303,8.653,111,22.15
6/15/2017 10:30,1.82,2.84,5.259,8.903,109,22.1
6/15/2017 11:00,1.738,2.62,5.187,8.297,111,22.05
6/15/2017 11:30,1.817,3.092,5.192,7.818,106,22
6/15/2017 12:00,1.832,2.973,5.301,8.637,108,22.05
6/15/2017 12:30,1.766,2.89,5.288,8.527,106,22.05
6/15/2017 13:00,1.827,2.7,5.205,8.873,99,22.1
6/15/2017 13:30,1.91,3,5.354,8.817,105,22.15
6/15/2017 14:00,1.719,3.05,5.16,9.37,104,22.15
6/15/2017 14:30,1.893,3.142,5.302,8.87,101,22.2
6/15/2017 15:00,1.793,2.77,5.285,8.122,105,22.25
6/15/2017 15:30,1.828,2.989,5.357,9.141,109,22.25
6/15/2017 16:00,1.811,3.34,5.435,8.255,111,22.25
6/15/2017 16:30,1.855,3,5.563,9.162,104,22.25
6/15/2017 17:00,1.863,2.99,5.302,8.881,106,22.35
6/15/2017 17:30,1.848,3.205,5.659,7.549,104,22.4
6/15/2017 18:00,1.857,3.112,5.455,8.956,105,22.4
6/15/2017 18:30,1.833,2.86,5.258,8.551,102,22.4
6/15/2017 19:00,1.825,3.39,5.392,9.165,99,22.35
6/15/2017 19:30,1.74,2.728,5.499,8.517,101,22.4
6/15/2017 20:00,1.817,3.12,5.711,8.886,102,22.45
6/15/2017 20:30,1.768,3.48,5.503,9.017,105,22.5
6/15/2017 21:00,1.738,3.098,5.344,9.106,102,22.6
6/15/2017 21:30,1.749,3.06,5.533,8.885,105,22.6
6/15/2017 22:00,1.765,3.144,5.474,8.604,105,22.6
6/15/2017 22:30,1.886,3.2,5.536,9.253,109,22.55
6/15/2017 23:00,1.758,2.97,5.46,8.808,108,22.6
6/15/2017 23:30,1.747,2.9,5.553,9.313,105,22.6
6/16/2017 0:00,1.776,3.086,5.915,8.979,106,22.65
6/16/2017 0:30,1.709,2.67,5.805,8.195,104,22.65
6/16/2017 1:00,1.7,3.7,5.629,8.208,109,22.65
6/16/2017 1:30,1.672,2.88,5.655,8.924,112,22.65
6/16/2017 2:00,1.612,2.93,5.431,7.935,106,22.65
6/16/2017 2:30,1.705,2.83,5.721,8.618,112,22.7
6/16/2017 3:00,1.467,2.78,5.021,9.564,109,22.7
6/16/2017 3:30,1.488,2.57,5.391,8.881,105,22.7
6/16/2017 4:00,1.583,2.46,5.564,8.856,113,22.7
6/16/2017 4:30,1.488,2.774,5.109,8.907,108,22.7
6/16/2017 5:00,1.576,2.68,5.335,8.41,108,22.7
6/16/2017 5:30,1.575,2.561,5.153,8.843,106,22.65
6/16/2017 6:00,1.483,2.5,5.448,8.257,108,22.7
6/16/2017 6:30,1.389,2.38,5.272,8.299,108,22.7
6/16/2017 7:00,1.339,2.03,5.179,8.848,116,22.65
6/16/2017 7:30,1.311,2.154,4.894,8.755,109,22.65
6/16/2017 8:00,1.393,2.21,5.239,8.473,106,22.7
6/16/2017 8:30,1.373,2.19,5.185,8.622,106,22.7
6/16/2017 9:00,1.276,2.02,5.338,8.542,108,22.7
6/16/2017 9:30,1.282,2.02,5.332,7.052,106,22.7
6/16/2017 10:00,1.239,1.926,4.993,7.191,113,22.75
6/16/2017 10:30,1.281,2.22,5.071,8.5,106,22.75
6/16/2017 11:00,1.217,2.02,4.954,8.914,105,22.8
6/16/2017 11:30,1.304,2.49,5.114,8.604,99,22.8
6/16/2017 12:00,1.215,2.02,4.829,8.118,113,22.8
6/16/2017 12:30,1.229,2.01,5.09,9.389,101,22.8
6/16/2017 13:00,1.171,2.03,4.913,7.595,94,22.8
6/16/2017 13:30,1.26,2.02,5.1,7.851,105,22.8
6/16/2017 14:00,1.227,2.2,5.04,13.86,104,22.85
6/16/2017 14:30,1.355,2.49,5.024,8.703,104,22.85
6/16/2017 15:00,1.328,2.19,5.177,9.269,113,22.85
6/16/2017 15:30,1.326,2.53,5.103,9.285,101,22.9
6/16/2017 16:00,1.36,2.24,5.329,8.842,108,22.9
6/16/2017 16:30,1.362,1.98,5.397,8.84,99,22.9
6/16/2017 17:00,1.33,2.39,5.06,8.622,98,22.9
6/16/2017 17:30,1.371,1.97,5.181,8.496,94,22.9
6/16/2017 18:00,1.305,2.08,5.032,8.54,98,22.9
6/16/2017 18:30,1.372,2.38,5.113,8.566,95,22.9
6/16/2017 19:00,1.318,2.11,5.199,9.054,99,22.9
6/16/2017 19:30,1.371,2.45,5.324,7.848,99,22.85
6/16/2017 20:00,1.37,2.36,5.09,8.593,101,22.85
6/16/2017 20:30,1.307,2.04,5.097,8.584,102,22.85
6/16/2017 21:00,1.35,2.42,4.796,8.508,102,22.9
6/16/2017 21:30,1.331,2.01,5.204,8.195,105,22.85
6/16/2017 22:00,1.354,2.28,5.422,8.819,104,22.85
6/16/2017 22:30,1.275,1.99,5.013,8.623,98,22.85
6/16/2017 23:00,1.21,2,4.972,8.722,108,22.85
6/16/2017 23:30,1.265,2.02,5.239,9.013,106,22.85
6/17/2017 0:00,1.209,2.24,5.177,8.498,102,22.85
6/17/2017 0:30,1.172,2.15,5.194,9.235,104,22.85
6/17/2017 1:00,1.176,1.89,5.264,8.867,105,22.85
6/17/2017 1:30,1.142,2.02,5.256,8.114,105,22.85
6/17/2017 2:00,1.101,1.82,5.372,8.598,101,22.8
6/17/2017 2:30,1.12,2.11,5.539,8.364,106,22.8
6/17/2017 3:00,1.279,2.24,5.872,8.147,104,22.85
6/17/2017 3:30,1.238,2.3,5.825,8.821,104,22.85
6/17/2017 4:00,1.214,2.18,5.699,8.262,99,22.85
6/17/2017 4:30,1.073,1.71,5.501,7.293,108,22.85
6/17/2017 5:00,1.055,1.77,5.47,7.98,106,22.85
6/17/2017 5:30,1.062,1.63,5.538,7.888,102,22.85
6/17/2017 6:00,0.993,1.7,5.126,7.305,102,22.85
6/17/2017 6:30,1.033,1.67,5.171,7.551,106,22.85
6/17/2017 7:00,1.05,1.83,5.2,8.179,98,22.85
6/17/2017 7:30,1.068,1.76,5.078,8.517,99,22.8
6/17/2017 8:00,1.056,1.74,5.279,7.822,104,22.8
6/17/2017 8:30,1.04,1.85,5.006,7.689,94,22.8
6/17/2017 9:00,1.08,1.85,5.283,7.346,97,22.8
6/17/2017 9:30,1.039,1.68,5.312,7.682,95,22.8
6/17/2017 10:00,1.022,1.95,5.485,7.571,105,22.8
6/17/2017 10:30,1.014,1.6,5.403,7.87,99,22.8
6/17/2017 11:00,0.986,1.61,5.731,8.182,101,22.8
6/17/2017 11:30,1.076,1.66,5.927,7.959,98,22.8
6/17/2017 12:00,1.037,1.78,5.919,7.792,98,22.8
6/17/2017 12:30,1.009,1.58,5.588,8.492,97,22.85
6/17/2017 13:00,0.996,1.81,5.641,12.936,95,22.9
6/17/2017 13:30,0.978,1.72,5.467,7.581,99,22.9
6/17/2017 14:00,0.992,1.76,5.892,7.547,102,22.9
6/17/2017 14:30,1.003,1.88,5.729,8.1,98,22.9
6/17/2017 15:00,0.992,1.71,5.461,7.985,94,22.9
6/17/2017 15:30,0.939,1.43,5.438,8.054,95,22.9
6/17/2017 16:00,0.991,1.62,5.762,7.65,118,22.9
6/17/2017 16:30,1.012,1.65,6.134,8.017,94,22.85
6/17/2017 17:00,0.951,1.48,5.608,8.637,113,22.85
6/17/2017 17:30,1.005,1.6,5.659,7.819,98,22.85
6/17/2017 18:00,1.007,1.74,5.582,7.602,90,22.85
6/17/2017 18:30,1.033,1.72,5.719,7.125,90,22.85
6/17/2017 19:00,1.009,1.84,5.56,7.915,98,22.85
6/17/2017 19:30,1.01,1.55,5.391,8.181,98,22.8
6/17/2017 20:00,1.059,1.9,5.424,7.304,112,22.8
6/17/2017 20:30,1.019,1.78,5.017,8.129,99,22.8
6/17/2017 21:00,1.057,1.66,4.999,8.103,97,22.8
6/17/2017 21:30,0.991,1.51,4.767,8.186,99,22.8
6/17/2017 22:00,0.965,1.65,4.855,8.436,83,22.8
6/17/2017 22:30,0.988,1.53,4.817,8.17,101,22.8
6/17/2017 23:00,1.01,1.45,4.987,7.297,116,22.8
6/17/2017 23:30,0.918,1.49,4.829,7.255,99,22.8
6/18/2017 0:00,0.977,1.46,5.074,8.184,104,22.8
6/18/2017 0:30,0.998,1.54,5.237,6.771,105,22.8
6/18/2017 1:00,0.982,2,5.136,8.419,123,22.75
6/18/2017 1:30,1.01,1.5,5.396,8.086,102,22.75
6/18/2017 2:00,1.035,1.83,5.318,7.346,118,22.75
6/18/2017 2:30,1.051,1.75,5.051,7.512,115,22.75
6/18/2017 3:00,1.045,1.69,4.934,7.844,99,22.7
6/18/2017 3:30,1.182,1.78,5.134,8.524,116,22.75
6/18/2017 4:00,1.139,2.15,5.153,8.788,113,22.7
6/18/2017 4:30,1.173,1.848,5.192,7.838,102,22.7
6/18/2017 5:00,1.155,2.18,5.06,7.947,108,22.7
6/18/2017 5:30,1.293,2.11,5.458,8.491,115,22.7
6/18/2017 6:00,1.182,1.87,5.473,7.865,116,22.65
6/18/2017 6:30,1.144,1.96,5.11,8.402,109,22.65
6/18/2017 7:00,1.126,1.69,5.07,8.444,105,22.65
6/18/2017 7:30,1.062,1.79,5.111,7.479,108,22.65
6/18/2017 8:00,1.07,1.59,5.265,7.825,104,22.65
6/18/2017 8:30,1.057,1.8,4.848,8.981,122,22.65
6/18/2017 9:00,1.022,1.73,4.956,9.155,111,22.65
6/18/2017 9:30,1.126,1.71,5.567,8.214,113,22.65
6/18/2017 10:00,1.003,2.03,4.985,8.893,109,22.65
6/18/2017 10:30,1.156,2,5.575,8.109,119,22.7
6/18/2017 11:00,1.064,1.78,5.178,8.855,112,22.7
6/18/2017 11:30,1.146,1.85,5.589,8.598,109,22.7
6/18/2017 12:00,1.018,1.69,5.175,8.885,111,22.75
6/18/2017 12:30,1.067,2.1,5.409,7.886,108,22.75
6/18/2017 13:00,1.088,1.64,5.42,8.386,113,22.75
6/18/2017 13:30,1.133,1.8,5.605,8.638,113,22.75
6/18/2017 14:00,1.164,1.95,5.503,8.48,120,22.75
6/18/2017 14:30,1.13,1.95,5.406,7.895,112,22.75
6/18/2017 15:00,1.263,2.08,5.764,8.05,109,22.75
6/18/2017 15:30,1.278,2.67,5.805,8.574,115,22.75
6/18/2017 16:00,1.265,2.15,6.219,8.977,119,22.75
6/18/2017 16:30,1.322,2.29,5.966,8.271,122,22.75
6/18/2017 17:00,1.42,2.28,6.369,8.579,118,22.75
6/18/2017 17:30,1.386,2.37,5.812,8.848,120,22.7
6/18/2017 18:00,1.457,2.85,6.368,8.334,122,22.7
6/18/2017 18:30,1.527,2.45,6.293,8.588,125,22.65
6/18/2017 19:00,1.411,2.65,6.169,8.177,116,22.7
6/18/2017 19:30,1.359,2.122,6.032,8.564,119,22.7
6/18/2017 20:00,1.558,2.75,5.905,8.216,116,22.65
6/18/2017 20:30,1.556,2.59,6.012,8.305,119,22.65
6/18/2017 21:00,1.591,2.77,6.281,8.717,120,22.65
6/18/2017 21:30,1.694,2.5,6.561,8.818,120,22.65
6/18/2017 22:00,1.583,2.64,6.208,9.083,120,22.65
6/18/2017 22:30,1.632,2.72,6.281,8.638,119,22.65
6/18/2017 23:00,1.542,2.53,6.29,8.904,112,22.65
6/18/2017 23:30,1.594,3.28,5.918,8.052,122,22.6
6/19/2017 0:00,1.555,2.36,6.242,9.474,116,22.6
6/19/2017 0:30,1.638,2.71,6.024,9.288,119,22.6
6/19/2017 1:00,1.593,2.74,6.189,9.576,120,22.6
6/19/2017 1:30,1.448,2.22,5.983,8.531,119,22.6
6/19/2017 2:00,1.549,2.68,5.933,8.942,116,22.6
6/19/2017 2:30,1.488,2.35,6.178,9.883,120,22.6
6/19/2017 3:00,1.783,2.85,6.638,9.315,115,22.6
6/19/2017 3:30,1.645,2.65,6.254,9.828,125,22.6
6/19/2017 4:00,1.779,2.9,6.622,9.817,119,22.6
6/19/2017 4:30,1.592,3.04,6.07,9.705,119,22.55
6/19/2017 5:00,1.894,3.09,6.696,9.349,119,22.55
6/19/2017 5:30,1.754,3.48,6.44,10.193,119,22.5
6/19/2017 6:00,1.655,3.17,6.172,10.174,120,22.55
6/19/2017 6:30,1.71,3.08,6.511,9.721,118,22.5
6/19/2017 7:00,1.806,2.84,6.523,10.233,119,22.5
6/19/2017 7:30,1.772,3.29,6.311,9.785,120,22.5
6/19/2017 8:00,1.767,2.49,6.269,9.872,119,22.5
6/19/2017 8:30,1.737,2.74,6.173,9.337,120,22.5
6/19/2017 9:00,1.644,3.11,5.805,9.717,119,22.5
6/19/2017 9:30,1.65,2.89,5.862,8.548,118,22.5
6/19/2017 10:00,1.609,2.45,5.879,9.729,119,22.5
6/19/2017 10:30,1.566,2.52,5.614,10.261,120,22.5
6/19/2017 11:00,1.73,2.86,5.906,9.722,116,22.5
6/19/2017 11:30,1.652,2.76,5.469,8.129,120,22.5
6/19/2017 12:00,1.74,2.5,5.955,11.274,118,22.5
6/19/2017 12:30,1.707,3.362,5.811,10.728,123,22.5
6/19/2017 13:00,1.801,3.695,5.753,9.078,119,22.5
6/19/2017 13:30,1.983,3.084,6.35,10.399,122,22.5
6/19/2017 14:00,2.041,3.12,6.341,10.865,123,22.5
6/19/2017 14:30,2.219,3.93,6.588,9.692,120,22.5
6/19/2017 15:00,2.292,4,6.644,8.945,118,22.5
6/19/2017 15:30,2.253,3.94,6.244,11.328,120,22.5
6/19/2017 16:00,2.627,4.137,7.164,10.897,116,22.5
6/19/2017 16:30,2.602,4.202,6.899,10.847,118,22.45
6/19/2017 17:00,2.313,4.42,6.383,10.875,116,22.45
6/19/2017 17:30,2.698,4.89,6.545,10.844,118,22.4
6/19/2017 18:00,2.547,4.88,6.805,10.853,120,22.4
6/19/2017 18:30,2.669,4.58,6.702,11.27,129,22.4
6/19/2017 19:00,2.542,4.498,6.854,10.964,119,22.35
6/19/2017 19:30,2.713,4.23,7.065,10.977,122,22.35
6/19/2017 20:00,2.521,5.31,6.779,11.491,119,22.35
6/19/2017 20:30,2.586,4.32,6.806,11.684,118,22.3
6/19/2017 21:00,2.533,3.565,6.992,11.36,123,22.3
6/19/2017 21:30,2.422,4.19,6.852,11.251,112,22.25
6/19/2017 22:00,2.6,4.24,7.075,11.461,116,22.2
6/19/2017 22:30,2.416,4.36,6.635,11.942,115,22.15
6/19/2017 23:00,2.504,4.12,6.861,11.685,119,22.1
6/19/2017 23:30,2.253,3.604,6.609,11.955,115,22
6/20/2017 0:00,2.443,3.5,6.684,11.708,118,21.9
6/20/2017 0:30,2.481,3.715,6.984,11.456,115,21.85
6/20/2017 1:00,2.344,3.495,6.472,11.408,113,21.7
6/20/2017 1:30,2.504,3.641,6.871,11.444,118,21.55
6/20/2017 2:00,2.271,3.79,6.378,12.045,116,21.45
6/20/2017 2:30,2.112,4.043,6.169,11.361,116,21.35
6/20/2017 3:00,2.317,3.85,6.877,11.957,122,21.3
6/20/2017 3:30,2.445,3.69,6.893,11.942,119,21.3
6/20/2017 4:00,2.397,4.06,7.12,11.341,123,21.35
6/20/2017 4:30,2.234,3.611,6.344,11.982,119,21.35
6/20/2017 5:00,2.817,4.34,7.616,12.09,113,21.25
6/20/2017 5:30,2.521,4.62,7.139,11.794,115,21.3
6/20/2017 6:00,2.591,4.179,7.329,12.127,111,21.25
6/20/2017 6:30,2.521,4.084,7.195,12.053,105,21.25
6/20/2017 7:00,2.736,4.465,7.844,11.563,108,21.3
6/20/2017 7:30,2.811,4.35,7.609,12.13,111,21.3
6/20/2017 8:00,2.92,4.66,7.872,12.124,105,21.35
6/20/2017 8:30,2.838,4.558,7.275,12.131,111,21.4
6/20/2017 9:00,2.553,4.51,7.11,10.384,106,21.4
6/20/2017 9:30,2.496,4.2,7.071,12.127,111,21.45
6/20/2017 10:00,2.409,3.777,6.752,11.52,115,21.45
6/20/2017 10:30,2.481,4.38,6.783,11.28,108,21.5
6/20/2017 11:00,2.661,4.21,6.933,11.014,108,21.55
6/20/2017 11:30,2.573,3.66,7.111,10.756,105,21.6
6/20/2017 12:00,2.217,4.068,6.56,11.003,109,21.65
6/20/2017 12:30,2.414,3.88,6.647,11.46,113,21.65
6/20/2017 13:00,2.446,3.865,6.583,11.213,106,21.75
6/20/2017 13:30,2.365,3.944,6.7,11.442,111,21.75
6/20/2017 14:00,2.321,4.73,6.315,11.274,109,21.8
6/20/2017 14:30,2.414,4.27,6.781,11.008,111,21.8
6/20/2017 15:00,2.161,3.32,6.383,11.085,112,21.85
6/20/2017 15:30,2.32,3.72,6.476,10.576,115,21.85
6/20/2017 16:00,2.291,4.07,6.664,11.306,115,21.85
6/20/2017 16:30,2.265,3.3,6.754,10.777,109,21.85
6/20/2017 17:00,2.123,2.94,6.395,11.41,109,21.8
6/20/2017 17:30,2.179,3.53,6.33,10.358,108,21.8
6/20/2017 18:00,2.109,3.663,6.571,10.82,111,21.75
6/20/2017 18:30,2.086,3.179,6.817,10.49,109,21.8
6/20/2017 19:00,2.034,3.23,6.729,11.102,115,21.75
6/20/2017 19:30,2.11,3.19,7.309,10.911,119,21.75
6/20/2017 20:00,2.025,3.31,6.39,10.711,113,21.8
6/20/2017 20:30,1.987,2.97,6.358,10.891,111,21.75
6/20/2017 21:00,1.934,3.56,6.566,11.31,113,21.75
6/20/2017 21:30,2.051,3.42,7.12,10.797,113,21.75
6/20/2017 22:00,2.034,3.06,6.748,10.536,106,21.75
6/20/2017 22:30,2.202,3.48,6.959,11.168,113,21.75
6/20/2017 23:00,2.098,3.92,6.664,10.897,116,21.75
6/20/2017 23:30,2.065,3.36,7.008,10.445,109,21.75
6/21/2017 0:00,2.142,3.68,6.489,10.264,116,21.75
6/21/2017 0:30,2.158,3.51,6.863,10.956,112,21.75
6/21/2017 1:00,2.032,3.31,6.938,11.786,112,21.8
6/21/2017 1:30,1.946,3.31,6.442,10.952,113,21.8
6/21/2017 2:00,2.072,3.58,6.962,11.461,118,21.85
6/21/2017 2:30,2.053,3.35,6.559,11.477,113,21.85
6/21/2017 3:00,1.817,2.79,6.254,10.43,115,21.9
6/21/2017 3:30,1.984,3.21,6.874,11.029,112,21.9
6/21/2017 4:00,2.115,3.39,7.038,10.787,116,21.9
6/21/2017 4:30,2.003,3.37,6.445,11.538,112,21.9
6/21/2017 5:00,2.095,3.8,7.133,11.273,111,21.9
6/21/2017 5:30,2.171,3.326,6.84,11.409,118,21.9
6/21/2017 6:00,2.255,3.47,7.086,11.251,113,21.9
6/21/2017 6:30,1.896,3.31,6.19,11.95,113,21.9
6/21/2017 7:00,1.999,2.931,6.97,12.018,115,21.9
6/21/2017 7:30,1.931,3.5,6.451,10.557,113,21.9
6/21/2017 8:00,1.97,2.95,6.783,10.95,112,21.9
6/21/2017 8:30,1.924,3.46,6.816,10.936,104,21.9
6/21/2017 9:00,1.978,3.97,7.095,11.459,113,21.9
6/21/2017 9:30,2.117,3.67,7.261,10.937,109,21.9
6/21/2017 10:00,2.051,3.22,7.184,11.801,116,21.9
6/21/2017 10:30,1.925,3.25,6.925,10.758,111,21.9
6/21/2017 11:00,2.065,3.01,6.928,11.127,115,21.95
6/21/2017 11:30,1.954,3.23,6.796,10.977,120,21.95
6/21/2017 12:00,1.79,2.95,6.257,10.376,112,21.95
6/21/2017 12:30,1.914,3.14,6.711,10.771,116,22.55
6/21/2017 13:00,1.809,3.05,6.845,10.998,116,22.6
6/21/2017 13:30,1.754,2.85,6.469,10.999,125,22.65
6/21/2017 14:00,1.807,3.09,6.944,10.694,125,22.6
6/21/2017 14:30,1.763,2.92,6.764,11.116,118,22.7
6/21/2017 15:00,1.724,3.08,6.451,10.896,112,22.65
6/21/2017 15:30,1.658,3.42,6.302,10.438,120,22.8
6/21/2017 16:00,1.838,2.74,7.254,11.327,118,22.8
6/21/2017 16:30,1.699,2.54,6.542,10.847,118,22.8
6/21/2017 17:00,1.799,2.85,6.662,10.854,120,22.8
6/21/2017 17:30,1.749,3.23,7.192,11.261,120,22.8
6/21/2017 18:00,1.608,2.65,6.663,11.371,118,22.75
6/21/2017 18:30,1.741,2.69,6.875,10.375,116,22.8
6/21/2017 19:00,1.794,3.02,7.064,10.795,122,22.8
6/21/2017 19:30,1.767,2.93,7.314,9.826,118,22.95
6/21/2017 20:00,1.817,3,6.826,11.294,119,22.9
6/21/2017 20:30,1.742,3.04,6.955,11.336,126,22.95
